,title,post_id,kind_name,floor_str,price,section_name,role_name,area,contact,refresh_time,station,distance
22,台電大樓站/可寵靜巷/廁所有窗/獨立洗衣,13551544,獨立套房,4F/5F,"9,999",大安區,仲介,6,周先生,19小時內,台電大樓站,223
23,全新優質套房，生活機能佳，近捷運，市場,13208193,獨立套房,1F/5F,"9,300",內湖區,屋主,5,陳小姐,7小時內,內湖站,358
24,台電大樓站、家具可撤可補,13551504,獨立套房,B1/5F,"10,000",中正區,仲介,6,陳先生,12小時內,台電大樓站,186
25,台電大樓站、家具可補,13551464,獨立套房,1F/5F,"11,000",中正區,仲介,6,陳先生,12小時內,台電大樓站,186
26,民權西路站、垃圾代收、電梯、廁所大面窗,13551395,獨立套房,7F/7F,"10,000",中山區,仲介,5,陳先生,12小時內,民權西路站,349
27,小房東*西門站電梯套房,13551175,獨立套房,7F/7F,"11,000",萬華區,仲介,5,翁先生,2小時內,西門站,759
28,長安西路145巷小房東*北車北門享受生活,13550412,獨立套房,5F/5F,"10,200",大同區,仲介,5,翁先生,3小時內,台北車站,403
29,頂樓加蓋有大空間,13549747,獨立套房,頂樓加蓋/5F,"11,000",大安區,屋主,10,鄭先生,22小時內,信義安和站,89
30,小資首選、台北車站、寵物友善、機能便利,13550007,獨立套房,3F/5F,"12,000",大同區,仲介,5,劉先生,22小時內,站,0
31,垃圾包裹代收台北車站獨立大套房可寵可短租,13549913,獨立套房,3F/5F,"12,000",大同區,仲介,5,沈先生,7小時內,台北車站,377
32,中山國小站/小資首選/超大大空間,13549827,獨立套房,3F/5F,"10,000",中山區,仲介,9,林先生,16小時內,中山國小站,285
33,中正區，頂加超值大空間，全新整理，大陽臺,13549554,獨立套房,頂樓加蓋/5F,"11,999",中正區,仲介,7.5,陳先生,昨日,和平西路一段站,107
34,象山站/麥當勞旁，超值採光，全新粉刷！秒,13548962,獨立套房,2F/4F,"11,000",信義區,仲介,6,陳先生,2天前,象山站,702
35,小資套房.採光.天然瓦斯.飲水機.可貓,13548960,獨立套房,頂樓加蓋/5F,"9,100",信義區,仲介,6,林小姐,18小時內,象山站,382
36,優質溫馨小套房,13548936,獨立套房,3F/4F,"12,000",中正區,屋主,9,林小姐,20小時內,台電大樓站,560
37,東湖站，可貓，機能強，公園旁,13548832,獨立套房,3F/4F,"9,999",內湖區,仲介,6,江先生,21小時內,東湖站,343
38,瑞光公寓套房、內科旁,13548511,獨立套房,5F/5F,"10,000",內湖區,屋主,8,黃先生,7小時內,港墘站,501
39,師大幽靜套房代收垃圾門禁管理,13548330,獨立套房,4F/4F,"11,000",大安區,屋主,4,蕭小姐,2小時內,溫州街口站,117
40,松山站1分鐘超值無敵河景窗河濱公園獨套,13548049,獨立套房,5F/5F,"10,000",松山區,屋主,8,ANDY 先生,12小時內,松山站,191
41,松山捷運站1分鐘超值河濱公園邊窗獨套,13547978,獨立套房,5F/5F,"10,000",松山區,屋主,8,ANDY 先生,12小時內,松山站,191
42,/短租3個月/套房/圓山站/大橋頭站,13547906,獨立套房,2F/4F,"11,000",大同區,仲介,6,林先生,2天前,大橋頭站,578
43,師大夜市/小資套房/低樓層/屋況佳,13547786,獨立套房,2F/4F,"12,000",大安區,仲介,4,徐小姐,18小時內,台電大樓站,254
44,"生活機能強,鄰近捷運,摩斯漢堡,頂好超市",13547377,獨立套房,4F/5F,"11,000",大同區,屋主,5,江先生,7小時內,圓山站,554
45,🔥小南門站🔥可寵可入戶籍/優質套房,13547367,獨立套房,4F/4F,"10,300",中正區,仲介,5.5,黃先生,21小時內,小南門站,368
46,捷運信義安和◆超值套房◆空間大採光佳,13547334,獨立套房,頂樓加蓋/4F,"10,990",大安區,仲介,13,吳先生,18小時內,信義安和站,608
47,近捷運台電大樓◆採光套房◆對外窗機能優,13547243,獨立套房,3F/4F,"10,990",中正區,仲介,7,吳先生,18小時內,台電大樓站,514
48,可寵【捷運中山國小站】大採光，生活機能佳,13547191,獨立套房,5F/5F,"11,000",中山區,代理人,8.4,黃小姐,2天前,中山國小站,481
49,捷運松山1分◆超值套房◆寬敞採光佳★可貓,13546876,獨立套房,5F/5F,"11,990",松山區,仲介,8,吳先生,18小時內,松山站,191
50,中山國小站，獨洗，採光佳，新裝潢W,13546863,獨立套房,2F/3F,"11,499",中山區,仲介,7.5,江先生,21小時內,中山國小站,717
51,捷運永春站★全新裝潢★變頻冷氣★有對外窗,13546726,獨立套房,4F/4F,"10,000",信義區,仲介,4,陳先生,10小時內,永春站,591
52,🌞配備齊全🌞士林夜市上◆獨立洗衣機,13546682,獨立套房,5F/5F,"10,500",士林區,仲介,6,楊先生,2天前,劍潭站,323
53,東湖捷運、一房一廳、獨立洗、機能強,13546637,獨立套房,5F/5F,"11,999",內湖區,仲介,10,邵先生,21小時內,港墘站,416
54,西門町成都路康定路口,13546579,獨立套房,1F/4F,"12,000",萬華區,屋主,7,李小姐,14小時內,西門站,644
55,行天宮站/松江南京站/採光通風,13546426,獨立套房,6F/7F,"11,999",中山區,仲介,7,林先生,16小時內,行天宮站,559
56,行天宮站/松江南京站/小資首選,13546423,獨立套房,6F/7F,"10,499",中山區,仲介,5,林先生,16小時內,行天宮站,559
57,芝山站/可報稅補助/垃圾代收,13546400,獨立套房,6F/11F,"12,000",士林區,仲介,8,林先生,16小時內,芝山站,324
58,捷運芝山步行3分鐘，裝潢時尚，套房首選。,13545893,獨立套房,5F/5F,"11,000",士林區,屋主,5,鄭先生,3天前,芝山站,311
59,近中山國小捷運站，大採光！可貓,13545820,獨立套房,4F/4F,"11,500",中山區,代理人,6,高先生,3天前,中山國小站,187
60,全新裝潢.出入方便24小時警衛,13541466,獨立套房,1F/5F,"9,000",文山區,屋主,8,許小姐,3天前,木柵站,116
61,🌴美緣特區🌴雙連小而美居家套房👑,13545325,獨立套房,3F/5F,"11,200",大同區,仲介,6,林小姐,2小時內,雙連站,148
62,松山捷運站乾淨套房（近成美橋）,13545054,獨立套房,3F/5F,"11,000",南港區,屋主,5,張先生,13小時內,松山站,740
63,近萬隆捷運，裝潢新，設備齊全，環境清幽,13544376,獨立套房,1F/2F,"10,000",文山區,屋主,6,黃先生,7小時內,萬隆站,598
64,近捷運南京復興站/中山國中站,13544022,獨立套房,2F/14F,"11,000",中山區,屋主,5,周小姐,17小時內,南京復興站,376
65,近內科、乾淨明亮、生活機能佳,13543782,獨立套房,4F/4F,"9,000",內湖區,代理人,5,張小姐,2天前,西湖站,580
66,可炊可煮/龍山寺捷運站/華江橋中興橋,13543722,獨立套房,1F/5F,"11,500",萬華區,仲介,5,楊先生,3天前,龍山寺站,419
67,行天宮/發票可報稅/乾濕分離/無對外窗,13543698,獨立套房,2F/3F,"9,999",中山區,仲介,5,謝先生,19小時內,行天宮站,346
68,林森北路條通商圈，便宜電梯套房，設備全,13543409,獨立套房,5F/7F,"10,000",中山區,仲介,6,林先生,17小時內,善導寺站,626
69,林森北路條通商圈，便宜電梯套房，設備全,13543394,獨立套房,5F/7F,"10,000",中山區,仲介,6,林先生,14小時內,善導寺站,626
70,"停車方便,離捷運站步行約15分鍾",13542993,獨立套房,4F/5F,"10,000",士林區,屋主,8,楊小姐,7小時內,劍潭站,649
71,劍潭捷運，採光美裝大空間，乾濕分離,13542992,獨立套房,頂樓加蓋/4F,"11,999",士林區,仲介,7,郭先生,23小時內,劍潭站,660
72,獨立單人套房，安靜明亮。,13542904,獨立套房,2F/4F,"10,000",信義區,屋主,4,廖先生,3天前,永春站,411
73,松山南京站，採光佳，新裝潢，免爬高,13542622,獨立套房,5F/7F,"9,698",中山區,仲介,5,江先生,21小時內,善導寺站,607
74,貓咪友善、走廊窗戶、共用陽台、台北小巨蛋,13542319,獨立套房,1F/7F,"10,000",松山區,仲介,5,劉先生,18小時內,台北小巨蛋站,542
75,西門徒步區/漢口街二段/武昌街/電梯可寵,13542229,獨立套房,3F/4F,"11,000",萬華區,仲介,7,黃先生,22小時內,西門站,295
76,※獨立陽台+獨立洗衣機※寵物可※內湖站※,13542203,獨立套房,4F/5F,"11,500",內湖區,仲介,8,高先生,昨日,內湖站,280
77,後山埤、舒適、安靜、二樓免爬高,13542060,獨立套房,2F/4F,"10,499",南港區,仲介,6,吳先生,10小時內,松山站,413
78,捷運台電大樓◆超值套房◆大面採光★可補助,13541309,獨立套房,3F/4F,"10,490",中正區,仲介,5,吳先生,18小時內,台電大樓站,502
79,台電大樓/免爬高/戶數單純/超值,13540973,獨立套房,2F/4F,"12,000",大安區,仲介,4,陳先生,19小時內,台電大樓站,345
80,步行捷運站6分!全新家俱套房,13540946,獨立套房,1F/5F,"12,000",內湖區,仲介,7,徐小姐,4天前,文德站,311
81,台電大樓/師大、小資首選、戶數少、免爬高,13540698,獨立套房,2F/4F,"12,000",大安區,仲介,5,黃先生,19小時內,台電大樓站,345
82,師大/古亭/採光/機能/舒適/報稅A,13539186,獨立套房,3F/4F,"10,499",中正區,仲介,5,謝先生,19小時內,台電大樓站,502
83,※內湖捷運站旁※大面積對外窗※可養寵※,13538676,獨立套房,5F/5F,"10,000",內湖區,仲介,6,高先生,昨日,內湖站,93
84,捷運台電大樓站1分【獨立陽台*超值採光】,13538132,獨立套房,2F/5F,"11,499",大安區,仲介,6,黃先生,15小時內,台電大樓站,207
85,台電大樓捷運/師大商圈，大套房，可寵,13537565,獨立套房,2F/4F,"11,999",大安區,仲介,5.5,王先生,10小時內,台電大樓站,287
86,近科技大樓站/官方賴預約時間/詳情文宣說,13537241,獨立套房,5F/5F,"12,000",大安區,仲介,6,宋先生,21小時內,科技大樓站,218
87,新裝修套房出租,13536903,獨立套房,2F/7F,"9,800",中山區,屋主,5,韓老師,7小時內,行天宮站,426
88,萬華區獨立套房出租(近夜市),13536680,獨立套房,3F/4F,"10,000",萬華區,屋主,8,吳先生,7小時內,龍山寺站,452
89,*世新大學考試院採光套房，獨洗，台水台電,13536645,獨立套房,5F/7F,"11,000",文山區,仲介,10.2,邰先生,17小時內,景美站,792
90,*象山站優質採光房，低樓層，機能優,13536609,獨立套房,2F/4F,"11,000",信義區,仲介,5.5,邰先生,17小時內,象山站,702
91,大橋頭捷運可一押一租樓下就是夜市,13536460,獨立套房,5F/5F,"12,000",大同區,屋主,6.5,洪先生,7小時內,大橋頭站,337
92,行天宮捷運，1房1廳，大空間，寵物友善w,13536351,獨立套房,4F/4F,"11,998",中山區,仲介,8.5,邵先生,21小時內,行天宮站,371
93,南港車站軟體園區附近~忠孝東路七段中南街,13515171,獨立套房,5F/5F,"12,000",南港區,仲介,7,張先生,3小時內,南港展覽館站,349
94,秒殺！稀有雙面採光✯南港五鐵優質套房,13535104,獨立套房,5F/5F,"12,000",南港區,仲介,7,吳先生,19小時內,南港展覽館站,349
95,世貿站電梯高CP套房,13534958,獨立套房,6F/7F,"11,000",信義區,仲介,6,高先生,17小時內,台北101/世貿站,504
96,★捷運北門★獨立陽台★代收垃圾★水泥隔音,13534911,獨立套房,4F/11F,"12,000",大同區,仲介,7,洪先生,7小時內,台北車站,300
97,近捷運文湖線內湖科學園區生活機能佳,13534602,獨立套房,5F/5F,"11,000",內湖區,屋主,8,林小姐,19小時內,港墘站,436
98,【獨立套房出租】小巨蛋站可養貓有垃圾代收,13534541,獨立套房,頂樓加蓋/4F,"11,500",松山區,仲介,4.5,員小姐,5天前,台北小巨蛋站,528
99,艾登/西昌街/陽台採光可寵套房/龍山寺站,13533733,獨立套房,頂樓加蓋/4F,"12,000",萬華區,仲介,6.5,林先生,2小時內,龍山寺站,264
100,南港舒適獨立套房，適合上班族入住!,13533413,獨立套房,4F/4F,"12,000",南港區,屋主,5,張小姐,7小時內,南港展覽館站,280
101,後山埤、一樓、寵物友善、獨立洗,13533284,獨立套房,1F/4F,"11,000",信義區,仲介,6.5,吳先生,19小時內,後山埤站,469
102,*捷運劍潭站近士林夜市之亮麗套房*,13533208,獨立套房,4F/5F,"10,000",士林區,仲介,8,林先生,15小時內,劍潭站,650
103,劍潭站.採光.屋況優.學生上班族套房,13533050,獨立套房,頂樓加蓋/5F,"12,000",士林區,仲介,8,黃先生,2天前,劍潭站,660
104,近捷運萬芳醫院◆超值套房◆機能優有對外窗,13532808,獨立套房,2F/4F,"9,500",文山區,仲介,7.5,趙先生,3小時內,萬芳醫院站,526
105,寵物友善捷運圓山低樓層獨立大套房,13532390,獨立套房,1F/4F,"10,000",大同區,仲介,5,沈先生,15小時內,大橋頭站,585
106,🔥北車西門雙捷運🔥優質採光套房/秒殺,13532078,獨立套房,4F/4F,"10,500",中正區,仲介,6,黃先生,21小時內,台北車站,474
107,近劍潭站/官方賴預約時間/詳情文宣說明,13532005,獨立套房,3F/6F,"11,000",士林區,仲介,6,林先生,21小時內,劍潭站,438
108,近捷運永春站◆超值套房◆機能優★垃圾代收,13531809,獨立套房,4F/4F,"10,497",信義區,仲介,6,吳先生,18小時內,永春站,461
109,交通便利~鬧中取靜~,12146697,獨立套房,4F/12F,"9,000",內湖區,屋主,6,王太太,18小時內,內湖站,426
110,捷運象山溫馨採光套房低樓層機能好,13530759,獨立套房,2F/4F,"11,000",信義區,仲介,6,租屋專員,2天前,象山站,702
111,捷運南港展覽館超值首選採光佳生活便利,13530747,獨立套房,5F/5F,"12,000",南港區,仲介,8,租屋專員,2天前,南港展覽館站,236
112,♠採光優近北車迪化商圈寧夏夜市♠,13530694,獨立套房,3F/4F,"9,500",大同區,仲介,7,童先生,6天前,大橋頭站,734
113,小資首選、寵物友善、大橋頭站、獨立洗衣機,13530584,獨立套房,1F/4F,"10,000",大同區,仲介,5,劉先生,7小時內,大橋頭站,585
114,松江南京/電梯大樓/走道窗代收垃圾/可寵,13530301,獨立套房,3F/8F,"10,000",中山區,仲介,5,葉先生,21小時內,松江南京站,488
115,台北車站🌞實惠電梯小資房💯可貓,13530187,獨立套房,4F/5F,"11,150",大同區,仲介,5,黃先生,13小時內,台北車站,141
116,近松江南京捷運附個人洗衣機的大套房,13530127,獨立套房,1F/8F,"11,000",中山區,屋主,11,劉小姐,6天前,松江南京站,504
117,✨信義安和站✨文昌通化✨世貿✨101✨,13530083,獨立套房,4F/5F,"10,000",信義區,屋主,9,高先生,19小時內,信義安和站,412
118,南京復興站，免爬高，機能強，天然瓦斯,13529929,獨立套房,2F/14F,"10,499",中山區,仲介,5.5,江先生,21小時內,南京復興站,376
119,1房1廳/高CP值/大坪數/寵物可談,13529775,獨立套房,4F/4F,"11,999",中山區,仲介,8,林先生,7小時內,行天宮站,371
120,公館捷運木質地板和風公寓套房,13529611,獨立套房,4F/5F,"9,000",中正區,仲介,5,小明先生,22小時內,公館站,259
121,"近通化夜市,101,生活機能佳",13529579,獨立套房,4F/4F,"11,000",大安區,屋主,13,周太太,7小時內,信義安和站,608
122,精緻五星級優質套房,13529479,獨立套房,4F/5F,"11,000",萬華區,屋主,9,洪先生,6天前,西門站,412
123,西門捷運站/低樓層2F/採光明亮,13528908,獨立套房,2F/4F,"9,500",萬華區,仲介,5,楊先生,4天前,西門站,701
124,信義路6段，松山商職對面，林口街溫馨套房,13527902,獨立套房,5F/5F,"10,500",信義區,代理人,6,鄭小姐,7小時內,永春站,506
125,交通方便格局方正採光好衛浴空間大,13527800,獨立套房,5F/5F,"9,800",文山區,代理人,9,王小姐,4天前,萬隆站,415
126,（可短租）世新、科技大學萬芳醫院社區,13527339,獨立套房,1F/5F,"12,000",文山區,仲介,8,王先生,6天前,萬芳醫院站,664
127,雙連/民權西路捷運，電梯套房，生活機能強,13527299,獨立套房,7F/7F,"9,999",中山區,仲介,5.5,江先生,21小時內,雙連站,290
128,中正紀念堂/大空間獨洗/建中旁/合租首選,13526816,獨立套房,2F/5F,"12,000",中正區,仲介,9,許先生,13小時內,中正紀念堂站,557
129,東湖MRT哈拉影城✯漂亮裝潢獨立洗衣機3,13526698,獨立套房,4F/4F,"10,000",內湖區,仲介,6,吳先生,19小時內,東湖站,365
130,電梯新套房/大面窗水泥隔間/專人收垃圾,13526460,獨立套房,10F/10F,"10,000",松山區,代理人,7,謝先生,24小時內,台北小巨蛋站,606
131,管理員/垃圾代收/獨立陽台.洗衣機,13525356,獨立套房,4F/11F,"12,000",大同區,仲介,7,徐小姐,18小時內,北門站,65
132,台電大樓/垃圾代收/免爬高/台師大首選,13525118,獨立套房,1F/5F,"10,999",中正區,仲介,5,許先生,13小時內,台電大樓站,443
133,套房近公車捷運站生活機能佳，一卡皮箱入住,13525104,獨立套房,2F/5F,"9,000",萬華區,屋主,4,陳先生,9小時內,龍山寺站,471
134,南京復興捷運，電梯套房，天然瓦斯，機能w,13524722,獨立套房,2F/14F,"10,499",中山區,仲介,6,江先生,21小時內,南京復興站,376
135,台北車站.採光.個人小套房.飲水機,13523930,獨立套房,4F/11F,"12,000",大同區,仲介,7,黃先生,2天前,台北車站,141
136,龍山寺/捷運陽台套房/可養寵物/代收垃圾,13523733,獨立套房,頂樓加蓋/4F,"12,000",萬華區,仲介,6,劉小姐,21小時內,龍山寺站,264
137,中正紀念堂/大空間/免爬高/獨立洗/超值,13523430,獨立套房,2F/5F,"12,000",中正區,仲介,9,陳先生,19小時內,中正紀念堂站,557
138,信義安和獨立美套*房間廁所有窗*大師志東,13522789,獨立套房,2F/3F,"11,500",大安區,仲介,3.5,盧志東,昨日,信義安和站,443
139,台北車站，雙面採光套房，獨立洗衣機,13522716,獨立套房,頂樓加蓋/4F,"10,999",大同區,仲介,7,陳先生,20小時內,台北車站,351
140,電梯套房，不要再爬樓梯啦,13522440,獨立套房,5F/5F,"9,000",內湖區,仲介,4,林小姐,18小時內,東湖站,161
141,北門站.可貓.採光.可申請補助.超值套房,13522080,獨立套房,4F/4F,"11,000",大同區,仲介,5.1,黃先生,2天前,北門站,320
142,北門站.包裹/垃圾代收.獨立洗衣.陽台,13522171,獨立套房,4F/11F,"12,000",大同區,仲介,7,黃先生,2天前,北門站,183
143,捷運大套房寧靜單純近師大台大.採光佳,13522097,獨立套房,2F/3F,"12,000",文山區,代理人,6,黃小姐,7天前,公館站,675
144,全新裝潢/大大空間/靜巷/可貓寵/一手住,13521531,獨立套房,4F/4F,"10,999",大同區,仲介,7.7,周先生,6天前,台北車站,429
145,※可寵物※南京三民站※松山站※饒河夜市※,13521484,獨立套房,3F/3F,"10,000",松山區,仲介,7,高先生,昨日,南京三民站,384
146,松江南京站/林森條通.垃圾代收.窗台曬衣,13521036,獨立套房,5F/7F,"9,900",中山區,仲介,6,鍾先生,20小時內,松江南京站,585
147,松江南京站/垃圾代收.窗台曬衣.電6元,13521024,獨立套房,5F/7F,"9,900",中山區,仲介,6,林小姐,20小時內,松江南京站,585
148,文德站，垃圾代收，內科旁，新裝潢,13520784,獨立套房,4F/5F,"9,499",內湖區,仲介,6,江先生,21小時內,文德站,403
149,101商圈寧靜生態美套、低樓層膝蓋救星,13519750,獨立套房,2F/4F,"11,999",信義區,仲介,6,朱先生,22小時內,永春站,779
150,東湖商圈邊間採光套房、鬧中取靜溫馨舒適,13519747,獨立套房,4F/5F,"10,999",內湖區,仲介,7.5,朱先生,22小時內,東湖站,339
151,文德站旁文青美套、公園綠地環境清幽。,13519746,獨立套房,3F/4F,"11,999",內湖區,仲介,7.5,朱先生,22小時內,文德站,219
152,近內科美麗華大直捷運站旁超大窗採光佳,13519592,獨立套房,2F/4F,"10,800",中山區,代理人,5,張先生,22小時內,大直站,66
153,近捷運西門站，近全新獨立套房，男女可,13470155,獨立套房,1F/1F,"9,700",萬華區,屋主,6.5,王小姐,8天前,西門站,572
154,*公館精美採光套房，垃圾代收，機能優,13518982,獨立套房,6F/6F,"12,000",中正區,仲介,5,邰先生,17小時內,台電大樓站,348
155,萬芳醫院/獨立陽台/獨洗曬/對外窗/超值,13518828,獨立套房,頂樓加蓋/5F,"10,999",文山區,仲介,8,謝先生,19小時內,萬芳醫院站,595
156,內湖捷運、採光套房、生活機能強w,13518291,獨立套房,2F/5F,"9,499",內湖區,仲介,6,邵先生,21小時內,內湖站,431
157,近捷運行天宮◆電梯套房◆採光佳機能優,13518220,獨立套房,6F/7F,"10,480",中山區,仲介,5,黃先生,15小時內,行天宮站,562
158,優質通風小套房,13518097,獨立套房,3F/4F,"10,000",中正區,屋主,5,林小姐,20小時內,台電大樓站,502
159,南京復興站/官方賴預約時間/詳情文宣說明,13517893,獨立套房,5F/5F,"12,000",中山區,仲介,7,林先生,21小時內,南京復興站,269
160,鄰近善導寺捷運站電梯大樓獨立套房,13512703,獨立套房,2F/7F,"10,000",中山區,屋主,6,蔡小姐,6天前,松江南京站,567
161,電梯大套房/中山國小站/交通便利警察局旁,13517284,獨立套房,5F/7F,"10,500",中山區,仲介,6.5,楊先生,3天前,中山國小站,314
162,安靜電梯美套房/有管理垃圾信件代收,13517212,獨立套房,6F/7F,"9,800",中山區,仲介,7.7,周先生,6天前,善導寺站,599
163,正內科園區捷運站旁新裝潢套房瑞光路江南街,13516408,獨立套房,4F/4F,"9,999",內湖區,代理人,5,張先生,22小時內,港墘站,373
164,近萬芳醫院捷運站舒適獨立套房,13516394,獨立套房,5F/5F,"11,000",文山區,屋主,9,賴先生,4天前,萬芳醫院站,95
165,港墘捷運、新裝潢採光、寧靜/機能強,13516195,獨立套房,3F/4F,"10,999",內湖區,仲介,7,邵先生,21小時內,港墘站,622
166,🔥大橋頭🔥延三夜市樓下/獨洗可租補,13515922,獨立套房,3F/4F,"11,000",大同區,仲介,6,黃先生,21小時內,大橋頭站,264
167,後山埤捷運溫馨雅築套房套房,13514834,獨立套房,3F/4F,"12,000",信義區,代理人,5,姜先生,5天前,後山埤站,355
168,二樓南京三民站5分鐘,13514569,獨立套房,2F/5F,"12,000",松山區,屋主,10,許先生,2小時內,南京三民站,436
169,士林捷運站超值包水電小套房,13514448,獨立套房,3F/3F,"9,000",士林區,屋主,5,陳小姐,7小時內,士林站,143
170,"信義商圈市政府站5分鐘,近松山高中",13513516,獨立套房,2F/3F,"10,500",信義區,代理人,5,洪先生,2小時內,市政府站,411
171,圓山捷運站大龍夜市711樓上全新套房,13513129,獨立套房,2F/3F,"12,000",大同區,屋主,10,李先生,2小時內,圓山站,491
172,✅立即預約11/16看房✅展館✅採光獨洗,13513097,獨立套房,3F/5F,"10,488",南港區,屋主,8,游先生,6小時內,南港展覽館站,584
173,小資套房/可貓/垃圾代收/飲水機/對外窗,13512602,獨立套房,5F/5F,"10,500",信義區,仲介,6,徐小姐,18小時內,象山站,378
174,近台北醫學院/信義商區/永康商圈(1樓),13512295,獨立套房,1F/2F,"9,000",信義區,屋主,5,張先生,9天前,六張犁站,249
175,新套房最多間可以一次看,13512208,獨立套房,1F/2F,"9,500",北投區,仲介,5,楊小姐,8天前,唭哩岸站,345
176,CP值最高搶租中先選先贏,13512096,獨立套房,1F/2F,"9,000",北投區,仲介,5,楊小姐,8天前,唭哩岸站,345
177,最優套房CP值最高採光通風最好,13512089,獨立套房,3F/3F,"11,000",北投區,仲介,5,楊小姐,8天前,唭哩岸站,156
178,延吉街/靜巷一樓/低電費/學生/上班族佳,13511823,獨立套房,1F/5F,"10,800",大安區,仲介,7,劉先生,21小時內,國父紀念館站,327
179,石牌站2分鐘優質套房可租補報稅,13511336,獨立套房,5F/5F,"9,200",北投區,仲介,7.5,林先生,3天前,石牌站,167
180,在空氣新鮮流暢的綠木扶疏中生活,13510112,獨立套房,3F/3F,"12,000",文山區,屋主,8,王小姐,9天前,復興派出所站,124
181,幽靜&安全&近明德捷運,13509991,獨立套房,頂樓加蓋/4F,"12,000",北投區,屋主,10,陳先生,2天前,明德站,263
182,世新大學旁、採光好套房、垃圾代收,13509194,獨立套房,1F/2F,"9,800",文山區,仲介,6,劉先生,5天前,復興派出所站,79
183,捷運溫馨套房,13508631,獨立套房,5F/5F,"10,800",大安區,仲介,7,黃小姐,4天前,大安森林公園站,396
184,行天宮，免爬高，新裝潢，採光佳,13508564,獨立套房,6F/7F,"10,489",中山區,仲介,5,江先生,21小時內,行天宮站,559
185,板南線展覽館5號出口旁近園區研究院路一段,13508299,獨立套房,5F/5F,"11,800",南港區,屋主,8,郭先生,19小時內,南港展覽館站,125
186,士林捷運，高CP值套房，包水包電，機能強,13507021,獨立套房,3F/3F,"9,499",士林區,仲介,5,陳先生,20小時內,士林站,143
187,龍山寺旁漂亮景觀套房(離捷運站3分鐘,13506884,獨立套房,5F/5F,"11,000",萬華區,屋主,10,林小姐,16小時內,龍山寺站,270
188,古亭/靜巷/走道窗/垃圾代收/免爬飲水機,13505977,獨立套房,1F/5F,"10,997",中正區,仲介,5,謝先生,19小時內,台電大樓站,443
189,電梯大樓舒適套房(近西門捷運站),13505923,獨立套房,5F/8F,"9,500",萬華區,屋主,5,呂小姐,7小時內,龍山寺站,539
190,劍潭採光明亮通風舒適優質套房,10068795,獨立套房,頂樓加蓋/5F,"12,000",士林區,屋主,8,吳女士,7小時內,劍潭站,512
191,石牌捷運站步行3分鐘近榮總振興陽明大學,13505422,獨立套房,3F/4F,"10,000",北投區,代理人,6,方小姐,4天前,石牌站,259
192,大橋頭捷運出口全新套房,13504959,獨立套房,2F/4F,"12,000",中山區,屋主,9,屋主,21小時內,大橋頭站,228
193,台電大樓、師大商圈、垃圾代收、付飲水機,13504859,獨立套房,3F/4F,"11,999",大安區,仲介,5,劉先生,8天前,台電大樓站,287
194,胡洲站7分、獨立洗衣機、採光套房、秒殺房,13504843,獨立套房,4F/4F,"11,000",內湖區,仲介,8,劉先生,8天前,東湖站,541
195,小資套房/可喵/垃圾代收/採光佳,13503476,獨立套房,頂樓加蓋/5F,"9,100",信義區,仲介,6,徐小姐,18小時內,象山站,378
196,捷運方便美套房,13502683,獨立套房,5F/5F,"9,500",南港區,屋主,10,林先生,2天前,南港展覽館站,141
197,全新金龍路優質套房,13501765,獨立套房,5F/5F,"11,000",內湖區,仲介,7,邱先生,24小時內,內湖站,672
198,極近劍潭捷運士林夜市銘傳大學優質雙人套房,13500855,獨立套房,2F/2F,"11,500",士林區,代理人,6,翁太太,2小時內,劍潭站,144
199,捷運西門3分◆超值套房◆乾溼分離機能優,13500837,獨立套房,3F/6F,"11,999",萬華區,仲介,8,趙先生,18小時內,西門站,351
200,大空間套房/中山國小站/現況$9000,13500556,獨立套房,4F/4F,"9,000",中山區,仲介,6,吳先生,4天前,中山國小站,606
201,六張犁站/2F採光明亮/大空間,13500539,獨立套房,2F/4F,"9,500",信義區,仲介,6,邱先生,4天前,六張犁站,313
202,葫州站，可寵，垃圾代收，內科南軟旁,13500031,獨立套房,頂樓加蓋/5F,"11,500",內湖區,仲介,7,江先生,21小時內,東湖站,262
203,圓山站/雙窗小資宅2F,13498882,獨立套房,2F/2F,"12,000",大同區,代理人,10,周先生,7小時內,重慶站,48
204,雙連站.垃圾代收.小資套房,13498617,獨立套房,7F/7F,"11,000",中山區,仲介,5,林小姐,18小時內,雙連站,212
205,雙連站/獨立洗衣.垃圾代收.電5元.秒殺,13498487,獨立套房,7F/7F,"9,999",中山區,仲介,5,鍾先生,20小時內,民權西路站,349
206,忠孝敦化捷運1分鐘@CP值N0.1,13498076,獨立套房,4F/5F,"12,000",大安區,屋主,7,劉先生,2小時內,忠孝敦化站,200
207,雙連站/獨立洗衣.垃圾代收.小資首選,13497997,獨立套房,7F/7F,"9,999",中山區,仲介,5,林小姐,20小時內,民權西路站,349
208,近天母sogo全新套房交通便利,13497735,獨立套房,4F/4F,"10,000",士林區,屋主,4,陳阿姨,3天前,芝山站,313
209,101世貿、二樓免爬高、方正、機能佳,13496872,獨立套房,2F/4F,"11,999",信義區,仲介,8,吳先生,19小時內,台北101/世貿站,535
210,近松仁路麥當勞/象山站，有對外窗，採光佳,13496454,獨立套房,5F/6F,"10,000",信義區,屋主,5,屋主,22小時內,象山站,616
